idx	preset	role	shared_l3	a_slug	a_title	b_slug	b_title	trig_jaccard	shared_triggers	title_identical	a_user_summary	b_user_summary	a_workflow	b_workflow
162	agt-016	AGT-016 知量	需求预测	p2s-automated-replenishment-decision-engine	Automated Replenishment Decision Engine — 备货决策自动化引擎：从规则到智能补货	p2s-bullwhip-effect-mitigation	Bullwhip Effect Mitigation — 牛鞭效应量化与 LNN+XGBoost 抑制	0			把每月几十个 SKU 的备货决策一次跑完，人工只复审高风险的那部分。	分层算出订单在各环节被放大了几倍，给出订货平滑系数和大促前的合理订单区间。	计算安全库存与再订货点 → 判断库存覆盖天数是否触发补货 → 按目标水位算补货量并向上取整到 MOQ 整数倍 → 输出风险分与人工审核标记	整理零售端到工厂各层周度订单与终端销售数据 → 逐层计算牛鞭效应放大系数 → 输出指数平滑系数建议值 → 给出大促前订单区间并提示去库存风险
163	agt-016	AGT-016 知量	补货模拟	p2s-automated-replenishment-decision-engine	Automated Replenishment Decision Engine — 备货决策自动化引擎：从规则到智能补货	p2s-demand-supply-matching-gap-analysis	供需缺口分析与优先级分配决策 — 供给不足时的SKU优先级量化与分配算法	0			把每月几十个 SKU 的备货决策一次跑完，人工只复审高风险的那部分。	供给不够时按毛利、平台权重和重要性算清优先级，把有限的货分给最该保的 SKU 和渠道。	计算安全库存与再订货点 → 判断库存覆盖天数是否触发补货 → 按目标水位算补货量并向上取整到 MOQ 整数倍 → 输出风险分与人工审核标记	汇总各 SKU 需求计划与可供应量并计算总缺口 → 按毛利、渠道权重与 SKU 分级计算优先级 → 生成各 SKU 与渠道的分配方案 → 输出压缩供给、空运补缺与广告调整建议
164	agt-016	AGT-016 知量	供需协调/需求预测	p2s-bullwhip-effect-kalman-mitigation	Bullwhip Effect Kalman Mitigation—用 Kalman Filter 消除牛鞭效应	p2s-bullwhip-effect-mitigation	Bullwhip Effect Mitigation — 牛鞭效应量化与 LNN+XGBoost 抑制	0			用卡尔曼滤波把订单里的短期尖峰滤掉，让补货量贴近真实需求，减少上游过量备货。	分层算出订单在各环节被放大了几倍，给出订货平滑系数和大促前的合理订单区间。	整理日订单、库存、补货提前期与促销标记 → 运行卡尔曼滤波得到平滑需求序列 → 计算牛鞭比并标注异常波动 → 输出补货建议量与多级仓配波动告警	整理零售端到工厂各层周度订单与终端销售数据 → 逐层计算牛鞭效应放大系数 → 输出指数平滑系数建议值 → 给出大促前订单区间并提示去库存风险
165	agt-016	AGT-016 知量	供需协调	p2s-bullwhip-effect-kalman-mitigation	Bullwhip Effect Kalman Mitigation—用 Kalman Filter 消除牛鞭效应	p2s-demand-supply-matching-gap-analysis	供需缺口分析与优先级分配决策 — 供给不足时的SKU优先级量化与分配算法	0			用卡尔曼滤波把订单里的短期尖峰滤掉，让补货量贴近真实需求，减少上游过量备货。	供给不够时按毛利、平台权重和重要性算清优先级，把有限的货分给最该保的 SKU 和渠道。	整理日订单、库存、补货提前期与促销标记 → 运行卡尔曼滤波得到平滑需求序列 → 计算牛鞭比并标注异常波动 → 输出补货建议量与多级仓配波动告警	汇总各 SKU 需求计划与可供应量并计算总缺口 → 按毛利、渠道权重与 SKU 分级计算优先级 → 生成各 SKU 与渠道的分配方案 → 输出压缩供给、空运补缺与广告调整建议
166	agt-016	AGT-016 知量	供需协调	p2s-bullwhip-effect-mitigation	Bullwhip Effect Mitigation — 牛鞭效应量化与 LNN+XGBoost 抑制	p2s-demand-supply-matching-gap-analysis	供需缺口分析与优先级分配决策 — 供给不足时的SKU优先级量化与分配算法	0			分层算出订单在各环节被放大了几倍，给出订货平滑系数和大促前的合理订单区间。	供给不够时按毛利、平台权重和重要性算清优先级，把有限的货分给最该保的 SKU 和渠道。	整理零售端到工厂各层周度订单与终端销售数据 → 逐层计算牛鞭效应放大系数 → 输出指数平滑系数建议值 → 给出大促前订单区间并提示去库存风险	汇总各 SKU 需求计划与可供应量并计算总缺口 → 按毛利、渠道权重与 SKU 分级计算优先级 → 生成各 SKU 与渠道的分配方案 → 输出压缩供给、空运补缺与广告调整建议
167	agt-017	AGT-017 衡仓	库存分层	p2s-bonded-warehouse-inventory-intelligence	保税仓智能库存 — 监管合规×资金效率双优化	p2s-dynamic-abc-stratification-adaptive-policy	动态ABC分层与策略自适应 — 帕累托分类自动更新与差异化库存策略绑定	0			在保税仓里把库存分层、完税时机和资金成本算在一起，既压资金占用又不让证书过期。	让 ABC 分类自动跟着销量漂移更新，并直接绑定安全库存与补货频率，别让新爆款还按 C 类备货。	整理销售、进口成本、关税与仓储费用数据 → 计算最优订购量与转仓阈值并动态更新 → 按 SKU 波动特征做保税库存分层 → 结合证书有效期触发完税与清仓预警	汇总 SKU 级月度销售、毛利与增长数据 → 计算多维评分并重建 ABC 与 XYZ 分类 → 用漂移检测识别升级与降级 SKU → 按新分类绑定安全库存与补货策略
168	agt-017	AGT-017 衡仓	库存分层	p2s-bonded-warehouse-inventory-intelligence	保税仓智能库存 — 监管合规×资金效率双优化	p2s-expiry-date-aging-baby-products-kpi	母婴产品效期管理与临期品KPI — 保质期预警/临期库存占比/过期销毁成本管控	0			在保税仓里把库存分层、完税时机和资金成本算在一起，既压资金占用又不让证书过期。	按批次盯住奶粉辅食的效期，临期提前预警，把 FIFO 执行到位，别让过期损失吃掉利润。	整理销售、进口成本、关税与仓储费用数据 → 计算最优订购量与转仓阈值并动态更新 → 按 SKU 波动特征做保税库存分层 → 结合证书有效期触发完税与清仓预警	导入各仓批次库存与效期数据 → 按三级预警分层输出临期批次清单 → 计算临期占比与 FIFO 违规率 → 输出移除、清售等处置行动计划
169	agt-017	AGT-017 衡仓	库存分层	p2s-bonded-warehouse-inventory-intelligence	保税仓智能库存 — 监管合规×资金效率双优化	p2s-fba-stranded-unfulfillable-inventory-kpi	FBA滞销不可售库存KPI与处置策略 — 滞销率/仓储过长费预警/移除决策优化	0			在保税仓里把库存分层、完税时机和资金成本算在一起，既压资金占用又不让证书过期。	把仓里超龄和不可售的库存挑出来，算清仓储费，决定闪购、移除还是索赔。	整理销售、进口成本、关税与仓储费用数据 → 计算最优订购量与转仓阈值并动态更新 → 按 SKU 波动特征做保税库存分层 → 结合证书有效期触发完税与清仓预警	按库龄分段统计库存与仓储费 → 结合销速做四象限分类 → 给出闪购、移除或观察的处置方案 → 识别平台责任损坏并准备索赔清单
170	agt-017	AGT-017 衡仓	库存分层	p2s-bonded-warehouse-inventory-intelligence	保税仓智能库存 — 监管合规×资金效率双优化	p2s-llm-multi-dc-inventory	LLM Multi-DC Inventory — LLM 驱动多仓库存再平衡与可解释优化	0			在保税仓里把库存分层、完税时机和资金成本算在一起，既压资金占用又不让证书过期。	大促前把货从积压仓挪到该卖的仓，并用一句人话说清为什么这么调。	整理销售、进口成本、关税与仓储费用数据 → 计算最优订购量与转仓阈值并动态更新 → 按 SKU 波动特征做保税库存分层 → 结合证书有效期触发完税与清仓预警	按安全系数算出各仓盈余与缺口 → 求解仓间调拨量与成本最优方案 → 生成自然语言解释与缺货风险评分 → 输出调拨清单与总成本
171	agt-017	AGT-017 衡仓	库存分层	p2s-bonded-warehouse-inventory-intelligence	保税仓智能库存 — 监管合规×资金效率双优化	p2s-long-tail-sku-clearance-optimization	长尾SKU管理与滞销清仓优化 — 缺货率与长尾品双向治理算法	0			在保税仓里把库存分层、完税时机和资金成本算在一起，既压资金占用又不让证书过期。	挑出真正卖不动的长尾货用阶梯降价清掉，同时盯住爆款别断货。	整理销售、进口成本、关税与仓储费用数据 → 计算最优订购量与转仓阈值并动态更新 → 按 SKU 波动特征做保税库存分层 → 结合证书有效期触发完税与清仓预警	按销量分位、DOI、动销率与评分趋势算长尾评分 → 筛出强制清仓与观察两类清单 → 对强制清仓品求解分周降价阶梯 → 对 A 类 SKU 做 DOI 缺货告警与空运预填
172	agt-017	AGT-017 衡仓	生命周期分析	p2s-cross-border-returns-cost-model	Cross-Border Returns Cost Model — 跨境退货成本建模	p2s-expiry-date-aging-baby-products-kpi	母婴产品效期管理与临期品KPI — 保质期预警/临期库存占比/过期销毁成本管控	0			把跨国退货运费、海关和销毁等成本算进 SKU 账里，算出退货调整后的真实毛利率，避免高退货品继续备货。	按批次盯住奶粉辅食的效期，临期提前预警，把 FIFO 执行到位，别让过期损失吃掉利润。		导入各仓批次库存与效期数据 → 按三级预警分层输出临期批次清单 → 计算临期占比与 FIFO 违规率 → 输出移除、清售等处置行动计划
173	agt-017	AGT-017 衡仓	收入与费用核对/生命周期分析	p2s-cross-border-returns-cost-model	Cross-Border Returns Cost Model — 跨境退货成本建模	p2s-fba-fee-intelligence	FBA Fee Intelligence（FBA 费用结构分析与长库龄预警）	0			把跨国退货运费、海关和销毁等成本算进 SKU 账里，算出退货调整后的真实毛利率，避免高退货品继续备货。	把每月 FBA 账单拆到 ASIN 粒度，提前预警长库龄与超额费用，告诉你哪些 SKU 该清仓或减少备货。		从 Amazon SP API 拉取 GET_FBA_MYI_UNSUPPRESSED_INVENTORY_DATA 报告 → 逐 ASIN 计算五层费用结构 → 识别费用率高于 25% GMV 的异常 SKU，行业健康值为 15% 以下 → 触发长库龄预警并生成清仓或转 FBM 建议
174	agt-017	AGT-017 衡仓	库存分层	p2s-dynamic-abc-stratification-adaptive-policy	动态ABC分层与策略自适应 — 帕累托分类自动更新与差异化库存策略绑定	p2s-expiry-date-aging-baby-products-kpi	母婴产品效期管理与临期品KPI — 保质期预警/临期库存占比/过期销毁成本管控	0			让 ABC 分类自动跟着销量漂移更新，并直接绑定安全库存与补货频率，别让新爆款还按 C 类备货。	按批次盯住奶粉辅食的效期，临期提前预警，把 FIFO 执行到位，别让过期损失吃掉利润。	汇总 SKU 级月度销售、毛利与增长数据 → 计算多维评分并重建 ABC 与 XYZ 分类 → 用漂移检测识别升级与降级 SKU → 按新分类绑定安全库存与补货策略	导入各仓批次库存与效期数据 → 按三级预警分层输出临期批次清单 → 计算临期占比与 FIFO 违规率 → 输出移除、清售等处置行动计划
175	agt-017	AGT-017 衡仓	库存分层	p2s-dynamic-abc-stratification-adaptive-policy	动态ABC分层与策略自适应 — 帕累托分类自动更新与差异化库存策略绑定	p2s-fba-stranded-unfulfillable-inventory-kpi	FBA滞销不可售库存KPI与处置策略 — 滞销率/仓储过长费预警/移除决策优化	0			让 ABC 分类自动跟着销量漂移更新，并直接绑定安全库存与补货频率，别让新爆款还按 C 类备货。	把仓里超龄和不可售的库存挑出来，算清仓储费，决定闪购、移除还是索赔。	汇总 SKU 级月度销售、毛利与增长数据 → 计算多维评分并重建 ABC 与 XYZ 分类 → 用漂移检测识别升级与降级 SKU → 按新分类绑定安全库存与补货策略	按库龄分段统计库存与仓储费 → 结合销速做四象限分类 → 给出闪购、移除或观察的处置方案 → 识别平台责任损坏并准备索赔清单
